bidx	ep	loss_act_b	loss_reg_b	loss_actor_b	loss_critic_b	loss_all
12	15	0.06355196237564087	0.01950531266629696	-1.8981472253799438	0.889905571937561	-0.9251843690872192
13	15	0.10897233337163925	0.019969621673226357	-1.0155750513076782	0.9957591891288757	0.10912609100341797
14	15	0.10014976561069489	0.02064782753586769	-0.9019935727119446	0.7992755174636841	0.018079519271850586
15	15	0.09524928033351898	0.018553342670202255	-1.5964319705963135	0.9811558723449707	-0.5014734268188477
0	16	0.07259199023246765	0.01789155602455139	-0.4973597824573517	0.8452702164649963	0.4383939802646637
1	16	0.04266608878970146	0.014371607452630997	-0.9917629957199097	0.7271260023117065	-0.20759928226470947
2	16	0.05279524251818657	0.012963304296135902	-0.931663453578949	0.9782330989837646	0.1123281717300415
3	16	0.05025436729192734	0.011612515896558762	-1.090961217880249	0.7671577334403992	-0.26193660497665405
4	16	0.015869826078414917	0.010448622517287731	-1.246309518814087	0.49976417422294617	-0.7202268838882446
5	16	0.015410621650516987	0.009496718645095825	-1.3501770496368408	0.7664282917976379	-0.5588414072990417
6	16	0.013526388444006443	0.010163182392716408	-2.574263095855713	1.1679145097732544	-1.3826590776443481
7	16	0.004375474527478218	0.01108380127698183	-2.7566375732421875	0.6497954726219177	-2.0913827419281006
8	16	0.005183849949389696	0.011266052722930908	-2.1665611267089844	1.5664515495300293	-0.5836596488952637
9	16	0.007757618557661772	0.012748775072395802	-2.3288912773132324	0.9796421527862549	-1.3287427425384521
10	16	0.013326551765203476	0.015644259750843048	-1.1021435260772705	0.7919179201126099	-0.28125476837158203
11	16	0.021570120006799698	0.016244202852249146	0.05399484187364578	0.8768764734268188	0.9686856269836426
12	16	0.014328571036458015	0.015139637514948845	2.0867342948913574	0.9599091410636902	3.0761117935180664
13	16	0.016219379380345345	0.014600209891796112	2.904572010040283	0.7376064658164978	3.6729981899261475
14	16	0.010146080516278744	0.011934475973248482	2.666124105453491	0.728816568851471	3.4170212745666504
15	16	0.10567543655633926	0.011953297071158886	0.8144247531890869	0.6599757671356201	1.592029333114624
0	17	0.02095092087984085	0.011409970000386238	1.5059928894042969	0.6744216680526733	2.212775468826294
1	17	0.11028463393449783	0.015019169077277184	3.2965455055236816	1.142872929573059	4.564722061157227
2	17	0.013825350441038609	0.010471791960299015	2.4936490058898926	0.644104540348053	3.162050724029541
3	17	0.01012098416686058	0.010685164481401443	-0.9715082049369812	0.7158975005149841	-0.23480457067489624
4	17	0.00801954884082079	0.011971470899879932	-0.03904873505234718	0.8725423812866211	0.8534846901893616
